"CPP","Year","Indicator","Type","value"
"Inverclyde","2020/21","Healthy Birthweight","Raw",92.5589836660617
"Midlothian","2020/21","Healthy Birthweight","Raw",89.1747052518757
"Moray","2020/21","Healthy Birthweight","Raw",88.663967611336
"North Ayrshire","2020/21","Healthy Birthweight","Raw",88.2946518668012
"Orkney Islands","2020/21","Healthy Birthweight","Raw",83.7037037037037
"Scottish Borders","2020/21","Healthy Birthweight","Raw",88.0577427821522
"Shetland Islands","2020/21","Healthy Birthweight","Raw",87.7906976744186
"South Ayrshire","2020/21","Healthy Birthweight","Raw",88.7381275440977
"South Lanarkshire","2020/21","Healthy Birthweight","Raw",90.2551381998583
"Stirling","2020/21","Healthy Birthweight","Raw",87.3261205564142
"Aberdeen City","2020/21","Healthy Birthweight","Raw",91.1852589641434
"Aberdeenshire","2020/21","Healthy Birthweight","Raw",89.4449950445986
"Argyll and Bute","2020/21","Healthy Birthweight","Raw",89.3805309734513
"Edinburgh, City of","2020/21","Healthy Birthweight","Raw",89.3577981651376
"Renfrewshire","2020/21","Healthy Birthweight","Raw",89.2317793827971
"West Dunbartonshire","2020/21","Healthy Birthweight","Raw",89.9070385126162
"West Lothian","2020/21","Healthy Birthweight","Raw",88.5266457680251
"Angus","2020/21","Healthy Birthweight","Raw",87.956204379562
"Dundee City","2020/21","Healthy Birthweight","Raw",90.6148867313916
"East Dunbartonshire","2020/21","Healthy Birthweight","Raw",88.1733021077283
"Fife","2020/21","Healthy Birthweight","Raw",88.6913229018492
"Perth and Kinross","2020/21","Healthy Birthweight","Raw",87.6611418047882
"Glasgow City","2020/21","Healthy Birthweight","Raw",91.0738950276243
"North Lanarkshire","2020/21","Healthy Birthweight","Raw",88.7787723785166
"Scotland","2008/09","Healthy Birthweight","Raw",88.9200428730157
"Scotland","2009/10","Healthy Birthweight","Raw",89.1284194604113
"Scotland","2010/11","Healthy Birthweight","Raw",89.6559730785433
"Scotland","2011/12","Healthy Birthweight","Raw",88.985330066075
"Scotland","2012/13","Healthy Birthweight","Raw",89.0181826366046
"Scotland","2013/14","Healthy Birthweight","Raw",89.4891089740469
"Scotland","2014/15","Healthy Birthweight","Raw",89.1970434601053
"Scotland","2015/16","Healthy Birthweight","Raw",89.3879490471929
"Scotland","2016/17","Healthy Birthweight","Raw",89.3660478541179
"Scotland","2017/18","Healthy Birthweight","Raw",88.569426518551
"Scotland","2018/19","Healthy Birthweight","Raw",90.0499904267977
"Scotland","2019/20","Healthy Birthweight","Raw",89.7572688391764
"Scotland","2020/21","Healthy Birthweight","Raw",89.0390383323773
"Aberdeen City","2014/15","Child Poverty","Raw",9.76991150442478
"Aberdeen City","2015/16","Child Poverty","Raw",10.9824561403509
"Aberdeen City","2016/17","Child Poverty","Raw",13.1942028985507
"Aberdeen City","2017/18","Child Poverty","Raw",15.0890804597701
"Aberdeen City","2018/19","Child Poverty","Raw",14.7881355932203
"Aberdeen City","2019/20","Child Poverty","Raw",14.9413407821229
"Aberdeenshire","2014/15","Child Poverty","Raw",7.51533742331288
"Aberdeenshire","2015/16","Child Poverty","Raw",8.45807770961145
"Aberdeenshire","2016/17","Child Poverty","Raw",9.7361963190184
"Aberdeenshire","2017/18","Child Poverty","Raw",10.4285714285714
"Aberdeenshire","2018/19","Child Poverty","Raw",10.0530612244898
"Aberdeenshire","2019/20","Child Poverty","Raw",10.82340862423
"Angus","2014/15","Child Poverty","Raw",13.0913705583756
"Angus","2015/16","Child Poverty","Raw",13.4587628865979
"Angus","2016/17","Child Poverty","Raw",15.8082901554404
"Angus","2017/18","Child Poverty","Raw",17.4559585492228
"Angus","2018/19","Child Poverty","Raw",17.6806282722513
"Angus","2019/20","Child Poverty","Raw",18.2804232804233
"Argyll and Bute","2014/15","Child Poverty","Raw",13.0300751879699
"Argyll and Bute","2015/16","Child Poverty","Raw",13.4469696969697
"Argyll and Bute","2016/17","Child Poverty","Raw",15.0681818181818
"Argyll and Bute","2017/18","Child Poverty","Raw",17.0076923076923
"Argyll and Bute","2018/19","Child Poverty","Raw",16.7441860465116
"Argyll and Bute","2019/20","Child Poverty","Raw",17.5714285714286
"Edinburgh, City of","2014/15","Child Poverty","Raw",9.93429697766097
"Edinburgh, City of","2015/16","Child Poverty","Raw",9.99741602067184
"Edinburgh, City of","2016/17","Child Poverty","Raw",11.4686299615877
"Edinburgh, City of","2017/18","Child Poverty","Raw",12.6891719745223
"Edinburgh, City of","2018/19","Child Poverty","Raw",12.0872313527181
"Edinburgh, City of","2019/20","Child Poverty","Raw",12.6515151515152
"Clackmannanshire","2014/15","Child Poverty","Raw",16.6888888888889
"Clackmannanshire","2015/16","Child Poverty","Raw",17.2777777777778
"Clackmannanshire","2016/17","Child Poverty","Raw",19.3
"Clackmannanshire","2017/18","Child Poverty","Raw",21.9
"Clackmannanshire","2018/19","Child Poverty","Raw",21.0224719101124
"Clackmannanshire","2019/20","Child Poverty","Raw",22.8539325842697
"Dumfries and Galloway","2014/15","Child Poverty","Raw",16.2616033755274
"Dumfries and Galloway","2015/16","Child Poverty","Raw",16.9025423728814
"Dumfries and Galloway","2016/17","Child Poverty","Raw",18.3914893617021
"Dumfries and Galloway","2017/18","Child Poverty","Raw",20.7435897435897
"Dumfries and Galloway","2018/19","Child Poverty","Raw",20.1939655172414
"Dumfries and Galloway","2019/20","Child Poverty","Raw",22.3766233766234
"Dundee City","2014/15","Child Poverty","Raw",16.3529411764706
"Dundee City","2015/16","Child Poverty","Raw",16.4873949579832
"Dundee City","2016/17","Child Poverty","Raw",19.6375
"Dundee City","2017/18","Child Poverty","Raw",21.7958333333333
"Dundee City","2018/19","Child Poverty","Raw",21.2583333333333
"Dundee City","2019/20","Child Poverty","Raw",21.7375
"East Ayrshire","2014/15","Child Poverty","Raw",17.6556603773585
"East Ayrshire","2015/16","Child Poverty","Raw",18.1549295774648
"East Ayrshire","2016/17","Child Poverty","Raw",20.2547169811321
"East Ayrshire","2017/18","Child Poverty","Raw",22.3175355450237
"East Ayrshire","2018/19","Child Poverty","Raw",22.5118483412322
"East Ayrshire","2019/20","Child Poverty","Raw",23.555023923445
"East Dunbartonshire","2014/15","Child Poverty","Raw",8.34054054054054
"East Dunbartonshire","2015/16","Child Poverty","Raw",8.53723404255319
"East Dunbartonshire","2016/17","Child Poverty","Raw",9.55497382198953
"East Dunbartonshire","2017/18","Child Poverty","Raw",9.609375
"East Dunbartonshire","2018/19","Child Poverty","Raw",9.15463917525773
"East Dunbartonshire","2019/20","Child Poverty","Raw",10.3230769230769
"East Lothian","2014/15","Child Poverty","Raw",12.4391534391534
"East Lothian","2015/16","Child Poverty","Raw",12.8052631578947
"East Lothian","2016/17","Child Poverty","Raw",14.0628272251309
"East Lothian","2017/18","Child Poverty","Raw",14.7371134020619
"East Lothian","2018/19","Child Poverty","Raw",13.9543147208122
"East Lothian","2019/20","Child Poverty","Raw",15.4314720812183
"East Renfrewshire","2014/15","Child Poverty","Raw",8.32065217391304
"East Renfrewshire","2015/16","Child Poverty","Raw",8.52406417112299
"East Renfrewshire","2016/17","Child Poverty","Raw",8.93684210526316
"East Renfrewshire","2017/18","Child Poverty","Raw",9.52849740932642
"East Renfrewshire","2018/19","Child Poverty","Raw",9.69230769230769
"East Renfrewshire","2019/20","Child Poverty","Raw",10.4387755102041
"Falkirk","2014/15","Child Poverty","Raw",14.9151943462898
"Falkirk","2015/16","Child Poverty","Raw",14.6232394366197
"Falkirk","2016/17","Child Poverty","Raw",16.3321554770318
"Falkirk","2017/18","Child Poverty","Raw",17.7659574468085
"Falkirk","2018/19","Child Poverty","Raw",18.3451957295374
"Falkirk","2019/20","Child Poverty","Raw",19.3548387096774
"Fife","2014/15","Child Poverty","Raw",16.1232449297972
"Fife","2015/16","Child Poverty","Raw",16.4472049689441
"Fife","2016/17","Child Poverty","Raw",18.2597200622084
"Fife","2017/18","Child Poverty","Raw",20.2077519379845
"Fife","2018/19","Child Poverty","Raw",20.2213622291022
"Fife","2019/20","Child Poverty","Raw",21.4127725856698
"Glasgow City","2014/15","Child Poverty","Raw",20.934358974359
"Glasgow City","2015/16","Child Poverty","Raw",21.6710659898477
"Glasgow City","2016/17","Child Poverty","Raw",24.3340060544904
"Glasgow City","2017/18","Child Poverty","Raw",28.2392392392392
"Glasgow City","2018/19","Child Poverty","Raw",28.4707050645482
"Glasgow City","2019/20","Child Poverty","Raw",29.6019900497512
"Highland","2014/15","Child Poverty","Raw",13.245
"Highland","2015/16","Child Poverty","Raw",13.8375
"Highland","2016/17","Child Poverty","Raw",15.3080808080808
"Highland","2017/18","Child Poverty","Raw",15.6946564885496
"Highland","2018/19","Child Poverty","Raw",15.674358974359
"Highland","2019/20","Child Poverty","Raw",17.2363636363636
"Inverclyde","2014/15","Child Poverty","Raw",13.8769230769231
"Inverclyde","2015/16","Child Poverty","Raw",14.8372093023256
"Inverclyde","2016/17","Child Poverty","Raw",15.748031496063
"Inverclyde","2017/18","Child Poverty","Raw",16.9126984126984
"Inverclyde","2018/19","Child Poverty","Raw",17.4365079365079
"Inverclyde","2019/20","Child Poverty","Raw",17.8951612903226
"Midlothian","2014/15","Child Poverty","Raw",12.6506024096386
"Midlothian","2015/16","Child Poverty","Raw",11.9230769230769
"Midlothian","2016/17","Child Poverty","Raw",13.6976744186047
"Midlothian","2017/18","Child Poverty","Raw",14.6193181818182
"Midlothian","2018/19","Child Poverty","Raw",14.3611111111111
"Midlothian","2019/20","Child Poverty","Raw",15.4475138121547
"Moray","2014/15","Child Poverty","Raw",12.5939393939394
"Moray","2015/16","Child Poverty","Raw",12.9272727272727
"Moray","2016/17","Child Poverty","Raw",15.6524390243902
"Moray","2017/18","Child Poverty","Raw",16.1728395061728
"Moray","2018/19","Child Poverty","Raw",16.0993788819876
"Moray","2019/20","Child Poverty","Raw",17.1125
"Eilean Siar","2014/15","Child Poverty","Raw",10.3023255813953
"Eilean Siar","2015/16","Child Poverty","Raw",12.093023255814
"Eilean Siar","2016/17","Child Poverty","Raw",12.9545454545455
"Eilean Siar","2017/18","Child Poverty","Raw",12.7906976744186
"Eilean Siar","2018/19","Child Poverty","Raw",11.7906976744186
"Eilean Siar","2019/20","Child Poverty","Raw",14.8536585365854
"North Ayrshire","2014/15","Child Poverty","Raw",18.5301724137931
"North Ayrshire","2015/16","Child Poverty","Raw",18.2857142857143
"North Ayrshire","2016/17","Child Poverty","Raw",20.6943231441048
"North Ayrshire","2017/18","Child Poverty","Raw",23.0438596491228
"North Ayrshire","2018/19","Child Poverty","Raw",23.2222222222222
"North Ayrshire","2019/20","Child Poverty","Raw",25.3946188340807
"North Lanarkshire","2014/15","Child Poverty","Raw",17.1061806656101
"North Lanarkshire","2015/16","Child Poverty","Raw",17.6066350710901
"North Lanarkshire","2016/17","Child Poverty","Raw",19.2936507936508
"North Lanarkshire","2017/18","Child Poverty","Raw",21.1238095238095
"North Lanarkshire","2018/19","Child Poverty","Raw",21.0270700636943
"North Lanarkshire","2019/20","Child Poverty","Raw",22.4398073836276
"Orkney Islands","2014/15","Child Poverty","Raw",11.5714285714286
"Orkney Islands","2015/16","Child Poverty","Raw",11.6571428571429
"Orkney Islands","2016/17","Child Poverty","Raw",14.0857142857143
"Orkney Islands","2017/18","Child Poverty","Raw",13.8857142857143
"Orkney Islands","2018/19","Child Poverty","Raw",14.6388888888889
"Orkney Islands","2019/20","Child Poverty","Raw",14.7777777777778
"Perth and Kinross","2014/15","Child Poverty","Raw",11.8252032520325
"Perth and Kinross","2015/16","Child Poverty","Raw",12.4979591836735
"Perth and Kinross","2016/17","Child Poverty","Raw",13.730612244898
"Perth and Kinross","2017/18","Child Poverty","Raw",15.4672131147541
"Perth and Kinross","2018/19","Child Poverty","Raw",15.3073770491803
"Perth and Kinross","2019/20","Child Poverty","Raw",16.5619834710744
"Renfrewshire","2014/15","Child Poverty","Raw",11.8825503355705
"Renfrewshire","2015/16","Child Poverty","Raw",12.24
"Renfrewshire","2016/17","Child Poverty","Raw",14.2233333333333
"Renfrewshire","2017/18","Child Poverty","Raw",16.4470198675497
"Renfrewshire","2018/19","Child Poverty","Raw",16.7326732673267
"Renfrewshire","2019/20","Child Poverty","Raw",17.9900662251656
"Scottish Borders","2014/15","Child Poverty","Raw",12.9105263157895
"Scottish Borders","2015/16","Child Poverty","Raw",13.8210526315789
"Scottish Borders","2016/17","Child Poverty","Raw",15.3
"Scottish Borders","2017/18","Child Poverty","Raw",16.9
"Scottish Borders","2018/19","Child Poverty","Raw",16.8052631578947
"Scottish Borders","2019/20","Child Poverty","Raw",18.3936170212766
"Shetland Islands","2014/15","Child Poverty","Raw",6.81395348837209
"Shetland Islands","2015/16","Child Poverty","Raw",7.45238095238095
"Shetland Islands","2016/17","Child Poverty","Raw",9.09523809523809
"Shetland Islands","2017/18","Child Poverty","Raw",10.5952380952381
"Shetland Islands","2018/19","Child Poverty","Raw",9.21428571428571
"Shetland Islands","2019/20","Child Poverty","Raw",9.95238095238095
"South Ayrshire","2014/15","Child Poverty","Raw",15.4044943820225
"South Ayrshire","2015/16","Child Poverty","Raw",15.0842696629213
"South Ayrshire","2016/17","Child Poverty","Raw",17.5762711864407
"South Ayrshire","2017/18","Child Poverty","Raw",18.8863636363636
"South Ayrshire","2018/19","Child Poverty","Raw",19.4090909090909
"South Ayrshire","2019/20","Child Poverty","Raw",19.9252873563218
"South Lanarkshire","2014/15","Child Poverty","Raw",14.1327272727273
"South Lanarkshire","2015/16","Child Poverty","Raw",14.0327868852459
"South Lanarkshire","2016/17","Child Poverty","Raw",15.5634057971014
"South Lanarkshire","2017/18","Child Poverty","Raw",17.2115732368897
"South Lanarkshire","2018/19","Child Poverty","Raw",16.7104316546763
"South Lanarkshire","2019/20","Child Poverty","Raw",17.6960431654676
"Stirling","2014/15","Child Poverty","Raw",12.0258064516129
"Stirling","2015/16","Child Poverty","Raw",11.5935483870968
"Stirling","2016/17","Child Poverty","Raw",13.0974025974026
"Stirling","2017/18","Child Poverty","Raw",14.1806451612903
"Stirling","2018/19","Child Poverty","Raw",14.0584415584416
"Stirling","2019/20","Child Poverty","Raw",15.9078947368421
"Scotland","2014/15","Child Poverty","Raw",14.0593006686397
"Scotland","2015/16","Child Poverty","Raw",14.4218971727977
"Scotland","2016/17","Child Poverty","Raw",16.2406539509537
"Scotland","2017/18","Child Poverty","Raw",17.9904274991842
"Scotland","2018/19","Child Poverty","Raw",17.8834129396439
"Scotland","2019/20","Child Poverty","Raw",18.9566023334424
"West Dunbartonshire","2014/15","Child Poverty","Raw",16.343949044586
"West Dunbartonshire","2015/16","Child Poverty","Raw",16.1962025316456
"West Dunbartonshire","2016/17","Child Poverty","Raw",18.8291139240506
"West Dunbartonshire","2017/18","Child Poverty","Raw",22.1974522292994
"West Dunbartonshire","2018/19","Child Poverty","Raw",22.0897435897436
"West Dunbartonshire","2019/20","Child Poverty","Raw",23
"West Lothian","2014/15","Child Poverty","Raw",13.2250712250712
"West Lothian","2015/16","Child Poverty","Raw",13.4560906515581
"West Lothian","2016/17","Child Poverty","Raw",15.1892655367232
"West Lothian","2017/18","Child Poverty","Raw",16.569014084507
"West Lothian","2018/19","Child Poverty","Raw",17.2338028169014
"West Lothian","2019/20","Child Poverty","Raw",18.3125
"Aberdeen City","2011/12-2013/14","Attainment","Raw",5.36489795918367
"Aberdeen City","2012/13-2014/15","Attainment","Raw",5.37877551020408
"Aberdeen City","2013/14-2015/16","Attainment","Raw",5.43591836734694
"Aberdeen City","2014/15-2016/17","Attainment","Raw",5.43897959183673
"Aberdeen City","2015/16-2017/18","Attainment","Raw",5.4630612244898
"Aberdeen City","2016/17-2018/19","Attainment","Raw",5.43221448979592
"Aberdeen City","2017/18-2019/20","Attainment","Raw",5.47610224489796
"Aberdeenshire","2011/12-2013/14","Attainment","Raw",5.44271186440678
"Aberdeenshire","2012/13-2014/15","Attainment","Raw",5.46694915254237
"Aberdeenshire","2013/14-2015/16","Attainment","Raw",5.49610169491525
"Aberdeenshire","2014/15-2016/17","Attainment","Raw",5.56322033898305
"Aberdeenshire","2015/16-2017/18","Attainment","Raw",5.5806779661017
"Aberdeenshire","2016/17-2018/19","Attainment","Raw",5.5521613559322
"Aberdeenshire","2017/18-2019/20","Attainment","Raw",5.55609627118644
"Angus","2011/12-2013/14","Attainment","Raw",5.50153846153846
"Angus","2012/13-2014/15","Attainment","Raw",5.54807692307692
"Angus","2013/14-2015/16","Attainment","Raw",5.54346153846154
"Angus","2014/15-2016/17","Attainment","Raw",5.54692307692308
"Angus","2015/16-2017/18","Attainment","Raw",5.52884615384615
"Angus","2016/17-2018/19","Attainment","Raw",5.49265076923077
"Angus","2017/18-2019/20","Attainment","Raw",5.47611038461538
"Argyll and Bute","2011/12-2013/14","Attainment","Raw",5.6104347826087
"Argyll and Bute","2012/13-2014/15","Attainment","Raw",5.59086956521739
"Argyll and Bute","2013/14-2015/16","Attainment","Raw",5.58739130434783
"Argyll and Bute","2014/15-2016/17","Attainment","Raw",5.59608695652174
"Argyll and Bute","2015/16-2017/18","Attainment","Raw",5.63130434782609
"Argyll and Bute","2016/17-2018/19","Attainment","Raw",5.62352434782609
"Argyll and Bute","2017/18-2019/20","Attainment","Raw",5.64031217391304
"Clackmannanshire","2011/12-2013/14","Attainment","Raw",5.39833333333333
"Clackmannanshire","2012/13-2014/15","Attainment","Raw",5.41583333333333
"Clackmannanshire","2013/14-2015/16","Attainment","Raw",5.40916666666667
"Clackmannanshire","2014/15-2016/17","Attainment","Raw",5.40833333333333
"Clackmannanshire","2015/16-2017/18","Attainment","Raw",5.38916666666667
"Clackmannanshire","2016/17-2018/19","Attainment","Raw",5.37713333333333
"Clackmannanshire","2017/18-2019/20","Attainment","Raw",5.36015083333333
"Dumfries and Galloway","2011/12-2013/14","Attainment","Raw",5.555
"Dumfries and Galloway","2012/13-2014/15","Attainment","Raw",5.58625
"Dumfries and Galloway","2013/14-2015/16","Attainment","Raw",5.5935
"Dumfries and Galloway","2014/15-2016/17","Attainment","Raw",5.60525
"Dumfries and Galloway","2015/16-2017/18","Attainment","Raw",5.58475
"Dumfries and Galloway","2016/17-2018/19","Attainment","Raw",5.55491825
"Dumfries and Galloway","2017/18-2019/20","Attainment","Raw",5.5556965
"Dundee City","2011/12-2013/14","Attainment","Raw",5.35322580645161
"Dundee City","2012/13-2014/15","Attainment","Raw",5.28193548387097
"Dundee City","2013/14-2015/16","Attainment","Raw",5.23225806451613
"Dundee City","2014/15-2016/17","Attainment","Raw",5.23225806451613
"Dundee City","2015/16-2017/18","Attainment","Raw",5.17677419354839
"Dundee City","2016/17-2018/19","Attainment","Raw",5.14339709677419
"Dundee City","2017/18-2019/20","Attainment","Raw",5.14905225806452
"East Ayrshire","2011/12-2013/14","Attainment","Raw",5.39066666666667
"East Ayrshire","2012/13-2014/15","Attainment","Raw",5.39166666666667
"East Ayrshire","2013/14-2015/16","Attainment","Raw",5.39466666666667
"East Ayrshire","2014/15-2016/17","Attainment","Raw",5.37533333333333
"East Ayrshire","2015/16-2017/18","Attainment","Raw",5.39633333333333
"East Ayrshire","2016/17-2018/19","Attainment","Raw",5.374865
"East Ayrshire","2017/18-2019/20","Attainment","Raw",5.36933
"East Dunbartonshire","2011/12-2013/14","Attainment","Raw",5.99785714285714
"East Dunbartonshire","2012/13-2014/15","Attainment","Raw",6.01785714285714
"East Dunbartonshire","2013/14-2015/16","Attainment","Raw",6.0125
"East Dunbartonshire","2014/15-2016/17","Attainment","Raw",6.05464285714286
"East Dunbartonshire","2015/16-2017/18","Attainment","Raw",6.0675
"East Dunbartonshire","2016/17-2018/19","Attainment","Raw",6.06667714285714
"East Dunbartonshire","2017/18-2019/20","Attainment","Raw",6.08208285714286
"East Lothian","2011/12-2013/14","Attainment","Raw",5.535
"East Lothian","2012/13-2014/15","Attainment","Raw",5.53136363636364
"East Lothian","2013/14-2015/16","Attainment","Raw",5.57090909090909
"East Lothian","2014/15-2016/17","Attainment","Raw",5.59090909090909
"East Lothian","2015/16-2017/18","Attainment","Raw",5.58272727272727
"East Lothian","2016/17-2018/19","Attainment","Raw",5.57228409090909
"East Lothian","2017/18-2019/20","Attainment","Raw",5.56362045454545
"East Renfrewshire","2011/12-2013/14","Attainment","Raw",6.078
"East Renfrewshire","2012/13-2014/15","Attainment","Raw",6.0885
"East Renfrewshire","2013/14-2015/16","Attainment","Raw",6.106
"East Renfrewshire","2014/15-2016/17","Attainment","Raw",6.112
"East Renfrewshire","2015/16-2017/18","Attainment","Raw",6.1205
"East Renfrewshire","2016/17-2018/19","Attainment","Raw",6.1045435
"East Renfrewshire","2017/18-2019/20","Attainment","Raw",6.1335945
"Edinburgh, City of","2011/12-2013/14","Attainment","Raw",5.56288288288288
"Edinburgh, City of","2012/13-2014/15","Attainment","Raw",5.56621621621622
"Edinburgh, City of","2013/14-2015/16","Attainment","Raw",5.57216216216216
"Edinburgh, City of","2014/15-2016/17","Attainment","Raw",5.5836036036036
"Edinburgh, City of","2015/16-2017/18","Attainment","Raw",5.59153153153153
"Edinburgh, City of","2016/17-2018/19","Attainment","Raw",5.60239504504505
"Edinburgh, City of","2017/18-2019/20","Attainment","Raw",5.6571636036036
"Eilean Siar","2011/12-2013/14","Attainment","Raw",5.70222222222222
"Eilean Siar","2012/13-2014/15","Attainment","Raw",5.72333333333333
"Eilean Siar","2013/14-2015/16","Attainment","Raw",5.73111111111111
"Eilean Siar","2014/15-2016/17","Attainment","Raw",5.76777777777778
"Eilean Siar","2015/16-2017/18","Attainment","Raw",5.76666666666667
"Eilean Siar","2016/17-2018/19","Attainment","Raw",5.72216777777778
"Eilean Siar","2017/18-2019/20","Attainment","Raw",5.73294333333333
"Falkirk","2011/12-2013/14","Attainment","Raw",5.47452380952381
"Falkirk","2012/13-2014/15","Attainment","Raw",5.40285714285714
"Falkirk","2013/14-2015/16","Attainment","Raw",5.41571428571429
"Falkirk","2014/15-2016/17","Attainment","Raw",5.43428571428571
"Falkirk","2015/16-2017/18","Attainment","Raw",5.53357142857143
"Falkirk","2016/17-2018/19","Attainment","Raw",5.54356380952381
"Falkirk","2017/18-2019/20","Attainment","Raw",5.575935
"Fife","2011/12-2013/14","Attainment","Raw",5.41038461538462
"Fife","2012/13-2014/15","Attainment","Raw",5.44519230769231
"Fife","2013/14-2015/16","Attainment","Raw",5.46365384615385
"Fife","2014/15-2016/17","Attainment","Raw",5.44153846153846
"Fife","2015/16-2017/18","Attainment","Raw",5.44894230769231
"Fife","2016/17-2018/19","Attainment","Raw",5.44177548076923
"Fife","2017/18-2019/20","Attainment","Raw",5.44397682692308
"Glasgow City","2011/12-2013/14","Attainment","Raw",5.25036764705882
"Glasgow City","2012/13-2014/15","Attainment","Raw",5.30389705882353
"Glasgow City","2013/14-2015/16","Attainment","Raw",5.33007352941176
"Glasgow City","2014/15-2016/17","Attainment","Raw",5.35352941176471
"Glasgow City","2015/16-2017/18","Attainment","Raw",5.38492647058824
"Glasgow City","2016/17-2018/19","Attainment","Raw",5.40475352941176
"Glasgow City","2017/18-2019/20","Attainment","Raw",5.43891764705882
"Highland","2011/12-2013/14","Attainment","Raw",5.50035714285714
"Highland","2012/13-2014/15","Attainment","Raw",5.49178571428571
"Highland","2013/14-2015/16","Attainment","Raw",5.48107142857143
"Highland","2014/15-2016/17","Attainment","Raw",5.48428571428571
"Highland","2015/16-2017/18","Attainment","Raw",5.51410714285714
"Highland","2016/17-2018/19","Attainment","Raw",5.50008303571429
"Highland","2017/18-2019/20","Attainment","Raw",5.53340178571429
"Inverclyde","2011/12-2013/14","Attainment","Raw",5.61647058823529
"Inverclyde","2012/13-2014/15","Attainment","Raw",5.61764705882353
"Inverclyde","2013/14-2015/16","Attainment","Raw",5.57705882352941
"Inverclyde","2014/15-2016/17","Attainment","Raw",5.59647058823529
"Inverclyde","2015/16-2017/18","Attainment","Raw",5.62529411764706
"Inverclyde","2016/17-2018/19","Attainment","Raw",5.64316058823529
"Inverclyde","2017/18-2019/20","Attainment","Raw",5.67370294117647
"Midlothian","2011/12-2013/14","Attainment","Raw",5.41636363636364
"Midlothian","2012/13-2014/15","Attainment","Raw",5.41363636363636
"Midlothian","2013/14-2015/16","Attainment","Raw",5.41363636363636
"Midlothian","2014/15-2016/17","Attainment","Raw",5.43363636363636
"Midlothian","2015/16-2017/18","Attainment","Raw",5.43409090909091
"Midlothian","2016/17-2018/19","Attainment","Raw",5.42993818181818
"Midlothian","2017/18-2019/20","Attainment","Raw",5.44024681818182
"Moray","2011/12-2013/14","Attainment","Raw",5.5175
"Moray","2012/13-2014/15","Attainment","Raw",5.55458333333333
"Moray","2013/14-2015/16","Attainment","Raw",5.56416666666667
"Moray","2014/15-2016/17","Attainment","Raw",5.51875
"Moray","2015/16-2017/18","Attainment","Raw",5.48375
"Moray","2016/17-2018/19","Attainment","Raw",5.4339225
"Moray","2017/18-2019/20","Attainment","Raw",5.4302725
"North Ayrshire","2011/12-2013/14","Attainment","Raw",5.41421052631579
"North Ayrshire","2012/13-2014/15","Attainment","Raw",5.42026315789474
"North Ayrshire","2013/14-2015/16","Attainment","Raw",5.41342105263158
"North Ayrshire","2014/15-2016/17","Attainment","Raw",5.43052631578947
"North Ayrshire","2015/16-2017/18","Attainment","Raw",5.47973684210526
"North Ayrshire","2016/17-2018/19","Attainment","Raw",5.47342921052632
"North Ayrshire","2017/18-2019/20","Attainment","Raw",5.50264105263158
"North Lanarkshire","2011/12-2013/14","Attainment","Raw",5.39435897435897
"North Lanarkshire","2012/13-2014/15","Attainment","Raw",5.40602564102564
"North Lanarkshire","2013/14-2015/16","Attainment","Raw",5.37794871794872
"North Lanarkshire","2014/15-2016/17","Attainment","Raw",5.36782051282051
"North Lanarkshire","2015/16-2017/18","Attainment","Raw",5.35910256410256
"North Lanarkshire","2016/17-2018/19","Attainment","Raw",5.33069384615385
"North Lanarkshire","2017/18-2019/20","Attainment","Raw",5.3483591025641
"Orkney Islands","2011/12-2013/14","Attainment","Raw",5.61833333333333
"Orkney Islands","2012/13-2014/15","Attainment","Raw",5.615
"Orkney Islands","2013/14-2015/16","Attainment","Raw",5.67
"Orkney Islands","2014/15-2016/17","Attainment","Raw",5.65833333333333
"Orkney Islands","2015/16-2017/18","Attainment","Raw",5.63
"Orkney Islands","2016/17-2018/19","Attainment","Raw",5.64052333333333
"Orkney Islands","2017/18-2019/20","Attainment","Raw",5.6446
"Perth and Kinross","2011/12-2013/14","Attainment","Raw",5.602
"Perth and Kinross","2012/13-2014/15","Attainment","Raw",5.65714285714286
"Perth and Kinross","2013/14-2015/16","Attainment","Raw",5.67485714285714
"Perth and Kinross","2014/15-2016/17","Attainment","Raw",5.63028571428571
"Perth and Kinross","2015/16-2017/18","Attainment","Raw",5.60114285714286
"Perth and Kinross","2016/17-2018/19","Attainment","Raw",5.58326285714286
"Perth and Kinross","2017/18-2019/20","Attainment","Raw",5.64711257142857
"Renfrewshire","2011/12-2013/14","Attainment","Raw",5.52236842105263
"Renfrewshire","2012/13-2014/15","Attainment","Raw",5.545
"Renfrewshire","2013/14-2015/16","Attainment","Raw",5.56289473684211
"Renfrewshire","2014/15-2016/17","Attainment","Raw",5.56605263157895
"Renfrewshire","2015/16-2017/18","Attainment","Raw",5.59421052631579
"Renfrewshire","2016/17-2018/19","Attainment","Raw",5.61735184210526
"Renfrewshire","2017/18-2019/20","Attainment","Raw",5.63882710526316
"Scotland","2011/12-2013/14","Attainment","Raw",5.52662136874538
"Scotland","2012/13-2014/15","Attainment","Raw",5.5370947348087
"Scotland","2013/14-2015/16","Attainment","Raw",5.54734441823795
"Scotland","2014/15-2016/17","Attainment","Raw",5.5594084038576
"Scotland","2015/16-2017/18","Attainment","Raw",5.5667325036535
"Scotland","2016/17-2018/19","Attainment","Raw",5.55626026767582
